customer_id,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,split
21167,5,2) $100 - $200,130.22,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,train
21168,1,3) $200 - $350,223.93,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21170,3,2) $100 - $200,128.31,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,train
21171,9,3) $200 - $350,341.92,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21172,6,1) $0 - $100,50.06,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
21173,2,3) $200 - $350,266.76,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,test
21174,8,5) $500 - $750,513.66,0,1,Rural,1,Multichannel,Mens E-Mail,0,0,0.0,1,test
21178,10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0,0,train
21181,10,1) $0 - $100,68.19,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,test
21182,6,1) $0 - $100,99.42,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0,1,test
21184,6,"7) $1,000 +",1190.08,1,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
21186,3,1) $0 - $100,62.32,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,0,test
21188,1,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,test
21190,11,2) $100 - $200,150.21,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,1,test
21191,9,3) $200 - $350,210.21,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,test
21193,1,5) $500 - $750,526.28,0,1,Rural,1,Phone,No E-Mail,1,0,0.0,0,train
21195,10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,train
21196,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,test
21197,1,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,test
21198,4,4) $350 - $500,448.49,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,1,train
21199,6,2) $100 - $200,144.86,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21200,2,3) $200 - $350,296.25,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
21201,8,3) $200 - $350,238.68,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,train
21203,3,"6) $750 - $1,000",839.37,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,1,train
21205,9,2) $100 - $200,191.25,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,1,train
21208,1,3) $200 - $350,271.31,0,1,Urban,0,Phone,No E-Mail,1,0,0.0,0,train
21210,4,1) $0 - $100,67.64,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0,1,train
21211,8,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21213,7,5) $500 - $750,568.96,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
21214,4,2) $100 - $200,187.56,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
21216,7,5) $500 - $750,563.58,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0,1,test
21217,7,3) $200 - $350,314.41,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
21218,9,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens E-Mail,0,0,0.0,1,train
21220,2,3) $200 - $350,246.61,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,test
21221,4,3) $200 - $350,268.09,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
21223,1,4) $350 - $500,428.75,1,0,Urban,0,Multichannel,No E-Mail,1,1,29.99,0,train
21224,4,4) $350 - $500,482.02,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21225,11,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21226,1,3) $200 - $350,215.1,0,1,Rural,1,Multichannel,No E-Mail,1,1,29.99,0,test
21229,2,2) $100 - $200,152.99,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
21230,1,3) $200 - $350,335.22,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21231,1,2) $100 - $200,153.21,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
21232,9,1) $0 - $100,41.75,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,test
21233,4,2) $100 - $200,138.42,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21234,9,2) $100 - $200,167.97,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,1,train
21235,8,2) $100 - $200,164.83,1,0,Rural,0,Phone,Mens E-Mail,1,0,0.0,1,test
21236,7,1) $0 - $100,78.66,0,1,Urban,1,Phone,Mens E-Mail,1,0,0.0,1,test
21237,4,2) $100 - $200,128.93,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
21239,2,2) $100 - $200,103.76,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
21240,10,3) $200 - $350,244.16,0,1,Surburban,0,Multichannel,No E-Mail,1,0,0.0,0,test
21241,8,1) $0 - $100,76.35,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21243,9,1) $0 - $100,80.63,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21244,9,2) $100 - $200,149.2,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21245,3,3) $200 - $350,214.88,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,test
21246,10,5) $500 - $750,663.27,1,0,Rural,1,Web,Mens E-Mail,1,0,0.0,1,test
21249,8,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
21250,1,3) $200 - $350,235.41,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0,1,train
21251,11,2) $100 - $200,115.37,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21253,3,5) $500 - $750,575.84,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0,0,train
21254,10,3) $200 - $350,231.56,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,train
21255,2,4) $350 - $500,372.85,1,0,Rural,1,Multichannel,No E-Mail,0,0,0.0,0,train
21256,10,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
21258,1,2) $100 - $200,184.44,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,test
21259,12,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,test
21260,1,1) $0 - $100,81.55,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,test
21262,3,3) $200 - $350,205.37,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,test
21263,8,2) $100 - $200,181.53,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,test
21265,7,2) $100 - $200,190.0,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,test
21267,8,2) $100 - $200,139.57,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,test
21269,5,4) $350 - $500,443.67,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,train
21270,1,2) $100 - $200,135.34,0,1,Rural,0,Phone,Mens E-Mail,1,0,0.0,1,train
21272,4,5) $500 - $750,661.42,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21273,5,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,test
21275,6,3) $200 - $350,254.71,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
21276,9,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,test
21280,11,1) $0 - $100,68.46,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
21281,9,3) $200 - $350,225.14,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,test
21282,8,3) $200 - $350,232.43,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
21285,12,1) $0 - $100,68.65,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,test
21288,10,1) $0 - $100,71.08,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21290,11,2) $100 - $200,147.13,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21292,1,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,test
21294,7,2) $100 - $200,102.27,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0,1,train
21295,6,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
21296,8,4) $350 - $500,350.41,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21298,7,2) $100 - $200,199.26,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
21299,3,2) $100 - $200,153.93,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
21300,1,1) $0 - $100,51.43,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21301,8,3) $200 - $350,325.88,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,test
21302,2,4) $350 - $500,454.78,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
21306,4,"6) $750 - $1,000",790.56,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,train
21307,2,"7) $1,000 +",1089.66,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0,0,train
21308,3,3) $200 - $350,301.0,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,train
21310,4,3) $200 - $350,322.5,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,test
21311,12,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,train
21312,4,1) $0 - $100,36.27,0,1,Rural,1,Web,No E-Mail,0,0,0.0,0,train
21313,10,1) $0 - $100,32.04,1,0,Urban,1,Web,Mens E-Mail,1,1,193.02,1,train
21314,9,1) $0 - $100,88.03,1,0,Rural,0,Web,Mens E-Mail,1,0,0.0,1,train
21315,1,5) $500 - $750,503.23,1,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,test
21316,2,3) $200 - $350,303.45,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,test
21317,8,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,train
21318,9,1) $0 - $100,73.25,0,1,Rural,1,Phone,Mens E-Mail,1,0,0.0,1,train
21320,9,1) $0 - $100,53.93,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,train
21321,5,1) $0 - $100,37.66,0,1,Urban,1,Web,No E-Mail,0,0,0.0,0,test
21322,6,3) $200 - $350,200.5,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,train
21324,9,3) $200 - $350,223.79,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21325,10,1) $0 - $100,84.23,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21328,10,1) $0 - $100,90.97,0,1,Urban,1,Web,No E-Mail,0,0,0.0,0,train
21329,1,1) $0 - $100,35.43,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21330,11,2) $100 - $200,163.34,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,test
21332,2,1) $0 - $100,29.99,1,0,Rural,1,Web,No E-Mail,0,0,0.0,0,train
21334,9,1) $0 - $100,54.37,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,test
21337,10,5) $500 - $750,524.51,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21339,1,2) $100 - $200,153.83,1,0,Urban,0,Phone,No E-Mail,1,0,0.0,0,train
21340,2,2) $100 - $200,154.1,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21341,6,3) $200 - $350,320.48,0,1,Urban,1,Web,No E-Mail,0,0,0.0,0,test
21342,9,1) $0 - $100,46.57,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,train
21343,5,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,1,0,0.0,1,train
21344,12,2) $100 - $200,123.04,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,test
21345,11,3) $200 - $350,319.38,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21346,6,1) $0 - $100,63.58,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21347,6,5) $500 - $750,727.54,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0,0,train
21348,7,3) $200 - $350,346.9,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
21349,3,3) $200 - $350,234.59,1,1,Urban,1,Web,No E-Mail,0,0,0.0,0,train
21350,1,3) $200 - $350,257.52,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
21353,2,3) $200 - $350,302.82,1,0,Rural,1,Phone,Mens E-Mail,1,0,0.0,1,test
21354,1,2) $100 - $200,118.55,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
21356,5,1) $0 - $100,57.49,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,test
21357,4,4) $350 - $500,442.72,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
21358,3,"6) $750 - $1,000",850.6,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,test
21359,1,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21360,3,1) $0 - $100,57.67,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,test
21363,12,2) $100 - $200,160.83,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21364,10,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
21365,2,3) $200 - $350,282.47,1,1,Surburban,1,Multichannel,No E-Mail,1,1,96.28,0,test
21366,9,1) $0 - $100,87.49,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,test
21367,3,3) $200 - $350,234.92,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21368,1,2) $100 - $200,107.9,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,test
21369,2,3) $200 - $350,279.42,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,train
21370,1,2) $100 - $200,133.74,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21371,10,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21372,7,3) $200 - $350,204.27,1,1,Urban,1,Web,No E-Mail,0,0,0.0,0,test
21374,4,2) $100 - $200,113.77,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,test
21376,6,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
21377,2,1) $0 - $100,78.38,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,test
21378,2,2) $100 - $200,136.64,1,0,Urban,0,Web,No E-Mail,1,1,76.61,0,train
21379,9,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
21380,2,"7) $1,000 +",1677.91,0,1,Rural,1,Multichannel,No E-Mail,0,0,0.0,0,test
21381,4,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,test
21382,5,1) $0 - $100,57.37,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
21383,5,1) $0 - $100,81.36,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21384,12,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21385,11,2) $100 - $200,122.31,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,test
21386,4,1) $0 - $100,68.95,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21388,1,5) $500 - $750,543.16,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,1,train
21389,5,2) $100 - $200,144.3,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,test
21390,8,2) $100 - $200,106.93,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21391,10,1) $0 - $100,49.51,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,test
21392,10,1) $0 - $100,89.58,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,train
21393,3,3) $200 - $350,277.31,1,1,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,test
21394,6,2) $100 - $200,101.38,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,train
21395,12,2) $100 - $200,106.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,test
21397,3,2) $100 - $200,113.04,1,0,Surburban,1,Web,Mens E-Mail,1,0,0.0,1,train
21398,10,3) $200 - $350,296.86,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,train
21399,10,1) $0 - $100,48.11,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0,1,train
21400,10,3) $200 - $350,223.04,0,1,Rural,1,Multichannel,Mens E-Mail,1,0,0.0,1,test
21403,6,1) $0 - $100,79.37,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0,1,train
21404,10,1) $0 - $100,87.83,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21406,2,3) $200 - $350,298.84,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,test
21407,7,2) $100 - $200,134.48,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21409,2,2) $100 - $200,121.63,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21411,1,5) $500 - $750,553.77,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,1,test
21412,2,2) $100 - $200,111.16,0,1,Surburban,1,Web,Mens E-Mail,1,0,0.0,1,train
21413,9,1) $0 - $100,89.55,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,test
21414,3,5) $500 - $750,626.24,1,1,Rural,1,Phone,No E-Mail,0,0,0.0,0,test
21415,10,1) $0 - $100,68.22,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,test
21416,8,2) $100 - $200,127.76,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0,1,train
21418,4,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21419,10,1) $0 - $100,84.03,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
21420,4,5) $500 - $750,578.53,1,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
21421,1,1) $0 - $100,35.59,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,test
21422,8,2) $100 - $200,111.14,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21423,9,4) $350 - $500,413.41,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,train
21426,8,1) $0 - $100,73.3,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
21427,12,5) $500 - $750,699.65,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0,0,train
21428,4,3) $200 - $350,241.71,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,train
21429,5,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,train
21430,6,1) $0 - $100,39.04,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
21433,9,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,1,0,0.0,0,train
21435,12,2) $100 - $200,120.45,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21437,1,3) $200 - $350,338.72,1,1,Urban,0,Phone,Mens E-Mail,1,0,0.0,1,test
21438,1,5) $500 - $750,591.64,1,1,Urban,1,Web,No E-Mail,0,0,0.0,0,train
21440,1,2) $100 - $200,140.12,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
21441,11,2) $100 - $200,107.9,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
21442,7,2) $100 - $200,129.1,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
21444,1,2) $100 - $200,126.02,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,train
21445,6,5) $500 - $750,700.05,1,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
21446,4,2) $100 - $200,129.61,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,train
21450,1,4) $350 - $500,378.23,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,test
21451,10,2) $100 - $200,161.68,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,test
21452,1,4) $350 - $500,438.81,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,test
21453,3,5) $500 - $750,747.09,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0,0,train
21456,1,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21457,4,1) $0 - $100,94.9,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,test
21458,10,1) $0 - $100,77.25,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,train
21460,10,2) $100 - $200,148.46,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21461,2,4) $350 - $500,468.52,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,train
21462,3,"6) $750 - $1,000",839.48,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0,1,test
21463,5,4) $350 - $500,419.77,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0.0,1,test
21464,3,1) $0 - $100,91.81,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,test
21465,3,2) $100 - $200,109.8,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,test
21466,4,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21467,9,1) $0 - $100,34.47,1,0,Surburban,1,Web,Mens E-Mail,1,0,0.0,1,train
21468,4,2) $100 - $200,188.25,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,test
21469,11,2) $100 - $200,176.7,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
21470,1,1) $0 - $100,97.36,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,0,test
21471,10,3) $200 - $350,300.41,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
21472,6,"6) $750 - $1,000",884.24,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21473,1,1) $0 - $100,59.02,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,train
21474,8,1) $0 - $100,51.04,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,test
21475,3,1) $0 - $100,57.31,0,1,Urban,1,Phone,No E-Mail,1,1,29.99,0,train
21476,1,"6) $750 - $1,000",822.58,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
21477,4,1) $0 - $100,80.68,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,test
21479,4,1) $0 - $100,63.04,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,1,test
21480,8,1) $0 - $100,47.1,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
21481,1,1) $0 - $100,29.99,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0,1,train
21483,7,4) $350 - $500,434.17,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
21484,5,1) $0 - $100,42.18,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,test
21485,10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,test
21486,1,1) $0 - $100,77.23,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,test
21487,1,1) $0 - $100,69.47,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,train
21488,6,2) $100 - $200,124.97,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
21489,4,4) $350 - $500,384.44,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
21490,2,1) $0 - $100,86.57,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
21491,7,2) $100 - $200,115.1,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,test
21492,2,4) $350 - $500,354.6,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,test
21493,1,3) $200 - $350,252.89,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,test
21495,1,2) $100 - $200,168.91,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,test
21496,5,2) $100 - $200,122.77,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,test
21499,9,1) $0 - $100,72.24,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,test
21501,1,"6) $750 - $1,000",969.96,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,1,train
21503,1,4) $350 - $500,460.16,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,train
21504,1,"6) $750 - $1,000",775.61,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0,0,train
21505,9,1) $0 - $100,78.58,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
21508,4,5) $500 - $750,716.31,1,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
21510,3,4) $350 - $500,389.78,1,1,Urban,0,Web,Mens E-Mail,1,0,0.0,1,train
21511,1,"6) $750 - $1,000",778.1,0,1,Rural,1,Phone,No E-Mail,0,0,0.0,0,train
21512,9,5) $500 - $750,575.73,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,train
21513,2,5) $500 - $750,669.06,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,train
21514,10,1) $0 - $100,69.23,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,test
21515,1,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,1,0,0.0,1,train
21520,6,4) $350 - $500,365.79,1,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,train
21522,10,4) $350 - $500,379.5,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,test
21524,3,"7) $1,000 +",1041.95,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0,1,test
21526,4,1) $0 - $100,55.04,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,train
21527,1,4) $350 - $500,405.44,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
21529,10,3) $200 - $350,233.16,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
21530,11,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,train
21531,2,1) $0 - $100,66.33,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
21532,1,4) $350 - $500,384.73,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0,1,train
21533,12,2) $100 - $200,107.69,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
21534,11,1) $0 - $100,40.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
21535,8,2) $100 - $200,168.82,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
21537,1,3) $200 - $350,294.36,1,0,Urban,0,Phone,No E-Mail,1,0,0.0,0,train
21539,3,4) $350 - $500,479.15,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,test
21542,10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
